PAOMBONG,31416000
SAPA-SAPA,157010000
MALVAR,41017000
BANISILAN,124716000
MA-AYON,61907000
LAS NAVAS,84810000
LAOAG CITY (Capital),12812000
TABANGO,83745000
CAMALIGAN,51709000
BALER (Capital),37701000
KABUGAO (Capital),148104000
BINUANGAN,104304000
TOLEDO CITY,72251000
PANIQUI,36910000
DON CARLOS,101304000
KALIBO (Capital),60407000
PANGLIMA SUGALA (BALIMBING),157001000
BENITO SOLIVEN,23104000
LALA,103509000
MATNOG,56212000
ALLEN,84801000
PRESENTACION (PARUBCAN),51729000
PLARIDEL,104212000
MAKATO,60411000
SIBUTAD,97217000
CORON,175309000
RAGAY,51730000
CITY OF MATI (Capital),112509000
TINOC,142710000
BACOLOD-KALAWI (BACOLOD GRANDE),153601000
BAGAMANOC,52001000
MACONACON,23117000
PAKIL,43420000
HAMTIC,60608000
SAN FRANCISCO (ANAO-AON),166719000
JIPAPAD,82611000
ENRIQUE VILLANUEVA,76101000
BONGABON,34902000
TAGKAWAYAN,45646000
SANTA,12922000
PASTRANA,83741000
QUIAPO,133903000
CITY OF TABACO,50517000
VICTORIA,84823000
DUPAX DEL NORTE,25007000
CATMON,72216000
KALILANGAN,101307000
SAINT BERNARD,86412000
MAGDALENA,43415000
DUPAX DEL SUR,25008000
TAPUL,156614000
ZARAGOZA,34932000
LA TRINIDAD (Capital),141110000
TALISAY,51611000
SAN EMILIO,12917000
CABUSAO,51707000
SINDANGAN,97218000
CULION,175322000
SAN FELIPE,37110000
DUMARAO,61904000
BUHI,51705000
LUCENA CITY (Capital),45624000
JOSE PANGANIBAN,51605000
MARIBOJOC,71232000
CITY OF TACURONG,126511000
JIMALALUD,74612000
BAUAN,41006000
SALCEDO (BAUGEN),12916000
KIBUNGAN,141109000
SAN FRANCISCO (AURORA),45642000
QUINAPONDAN,82618000
REAL,45638000
TALITAY,153821000
ALIAGA,34901000
SAN ANDRES (CALOLBON),52008000
MAINIT,166714000
CALINTAAN,175102000
SANTA PRAXEDES,21524000
CITY OF CABADBARAN,160203000
MUNAI,103514000
SABTANG,20905000
SAN MARIANO,23131000
LAGONGLONG,104313000
PAGADIAN CITY (Capital),97322000
DIMATALING,97305000
LUUK,156604000
DAMULOG,101302000
PARACALE,51608000
PRES. MANUEL A. ROXAS,97211000
GENERAL MACARTHUR,82607000
DANGCAGAN,101303000
JASAAN,104311000
SCIENCE CITY OF MUÑOZ,34917000
ISABEL,83722000
CEBU CITY (Capital),72217000
KAWAYAN,87806000
BAMBANG,25004000
BUTUAN CITY (Capital),160202000
HADJI MOHAMMAD AJUL,150710000
SARA,63044000
MERCEDES,82616000
BOKOD,141104000
BAYAMBANG,15511000
BROOKE'S POINT,175306000
BALANGIGA,82602000
POLANGUI,50514000
NASUGBU,41019000
BAY,43402000
SAN ENRIQUE,64525000
MARIPIPI,87807000
SILVINO LOBOS,84822000
CUENCA,41009000
DUMINGAG,97308000
BANTAY,12903000
MAGSINGAL,12912000
SAN TEODORO,175213000
TONGKIL,156615000
MAPUN (CAGAYAN DE TAWI-TAWI),157003000
TUBIGON,71245000
CITY OF MUNTINLUPA,137603000
DIVILACAN,23111000
CITY OF LAMITAN,150702000
SIATON,74619000
TUNGAWAN,98316000
CITY OF MAASIN (Capital),86407000
PINAMUNGAHAN,72237000
BANGUED (Capital),140101000
PRES. CARLOS P. GARCIA (PITOGO),71235000
BAAO,51701000
PAGSANGHAN,86026000
TAMPARAN,153626000
PAETE,43418000
DINGLE,63016000
DINGALAN,37705000
BANTON,175902000
ILAGAN CITY (Capital),23114000
TIGBAO,97344000
ROSARIO,160307000
BALINDONG (WATU),153603000
IMELDA,98304000
SIASI,156612000
KIBLAWAN,112406000
CITY OF CATBALOGAN (Capital),86005000
MATANAO,112410000
CANDONI,64506000
AYUNGON,74602000
DOÑA REMEDIOS TRINIDAD,31424000
MAGUING,153634000
BAYANG,153604000
BOMBON,51704000
TAAL,41029000
ANILAO,63003000
MAHAYAG,97315000
MANKAYAN,141111000
BARLIG,144401000
VERUELA,160313000
KITCHARAO,160206000
SALAY,104322000
HUNGDUAN,142702000
SAN ESTEBAN,12918000
TAGAPUL-AN,86024000
VINCENZO A. SAGUN,97341000
CALABANGA,51708000
MABINI,71231000
BIEN UNIDO,71248000
BAROTAC NUEVO,63007000
DAGOHOY,71217000
MANAPLA,64518000
PIDIGAN,140118000
SALLAPADAN,140120000
LA PAZ,160304000
CAMALIG,50502000
MALIMONO,166715000
HINOBA-AN (ASIA),64512000
JOVELLAR,50505000
COMPOSTELA,118201000
SAN SIMON,35418000
MACABEBE,35410000
SIPOCOT,51734000
SANTA RITA,86017000
SAGUDAY,25705000
CALASIAO,15517000
GUINAYANGAN,45618000
BRAULIO E. DUJALI,112323000
BAGABAG,25003000
PANAY,61909000
ANGADANAN,23102000
MAYDOLONG,82615000
PALANAN,23121000
CUYO,175310000
CAGDIANAO,168502000
SAGAY,101805000
PALANAS,54115000
ALIMODIAN,63002000
BATARAZA,175305000
BUGASONG,60604000
MADRIDEJOS,72228000
MARANTAO,153616000
PAGALUNGAN,153810000
SIRAWAI,97220000
SIBAGAT,160314000
SAPANG DALAGA,104213000
PRESIDENT ROXAS,124713000
CITY OF BATAC,12805000
ITOGON,141106000
GOA,51715000
TACLOBAN CITY (Capital),83747000
LILOY,97206000
LIAN,41013000
SANTA MONICA (SAPAO),166721000
ARACELI,175303000
TALUSAN,98314000
LAPINIG,84809000
SAN CARLOS CITY,64524000
MOISES PADILLA (MAGALLON),64519000
SIERRA BULLONES,71240000
MAGALLANES,160208000
CITY OF NAGA,72234000
CABAGAN,23106000
OMAR,156619000
TUBOD (Capital),103522000
SABLAYAN,175109000
SAN ROQUE,84820000
TUKURAN,97330000
LIPA CITY,41014000
MAROGONG,153631000
TIWI,50518000
LUPON,112507000
LILOAN,86406000
CALOOCAN CITY,137501000
GIPORLOS,82608000
SAN MANUEL,36914000
TERESA,45814000
LA LIBERTAD,97204000
AGUILAR,15502000
GALIMUYOD,12909000
BURUANGA,60405000
IVISAN,61905000
DINALUNGAN,37704000
CALATRAVA,64505000
MAIGO,103512000
CITY OF ANTIPOLO,45802000
MILAGROS,54112000
UBAY,71246000
SANTO NIÑO (FAIRE),21526000
BOAC (Capital),174001000
MAYORGA,83735000
BUCAY,140103000
HINDANG,83720000
MALILIPOT,50509000
NARVACAN,12914000
BARUGO,83706000
LUMBACA-UNAYAN,153641000
DILASAG,37703000
GENERAL EMILIO AGUINALDO,42107000
NATONIN,144405000
NUNUNGAN,103515000
MALASIQUI,15524000
GUINDULMAN,71223000
CITY OF TALISAY,72250000
BONIFACIO,104203000
CITY OF MANDALUYONG,137401000
CITY OF HIMAMAYLAN,64510000
KALAWIT,97227000
KALINGALAN CALUANG,156603000
CITY OF SANTIAGO,23135000
TINGLOY,41033000
NORTHERN KABUNTALAN,153834000
BINALONAN,15512000
BUGUIAS,141105000
DON MARCELINO,112416000
AGUINALDO,142708000
WAO,153630000
CALUMPIT,31407000
JAEN,34912000
CATARMAN,101801000
MAASIN,63029000
MAASIM,128004000
SALCEDO,82619000
AKBAR,150708000
SAN MIGUEL,166816000
QUEZON CITY,137404000
HINUNANGAN,86403000
SAN RICARDO,86415000
BATUAN,71207000
LASAM,21517000
NEW LUCENA,63032000
M'LANG,124710000
TALAYAN,153816000
TABONTABON,83746000
CARMEN,166806000
SAN JUAN,140122000
PANGIL,43421000
CITY OF BAYBAY,83708000
MALANGAS,98308000
LAUREL,41011000
SINAIT,12930000
MABUHAY,98307000
SAN PABLO CITY,43424000
ALCANTARA,72201000
MADDELA,25704000
ARAYAT,35403000
BACO,175201000
MABITAC,43414000
PARANG,156609000
SEVILLA,71239000
LOS BAÑOS,43411000
BASISTA,15509000
MADRID,166813000
SANTA BARBARA,63043000
NABAS,60414000
SANTA FE,83744000
MANGALDAN,15526000
CITY OF SAN FERNANDO (Capital),35416000
MAKILALA,124707000
LUBAO,35408000
OLUTANGA,98310000
ALABEL (Capital),128001000
SANTA LUCIA,12925000
GUINOBATAN,50504000
JANIUAY,63023000
SOLSONA,12822000
BACACAY,50501000
PAMBUJAN,84815000
CITY OF TANAUAN,41031000
IRIGA CITY,51716000
JALA-JALA,45807000
CORDOBA,72220000
VILLASIS,15547000
MATUNGAO,103513000
LAMBAYONG (MARIANO MARCOS),126508000
BATANGAS CITY (Capital),41005000
SOUTH UBIAN,157006000
ILIGAN CITY,103504000
CITY OF SORSOGON (Capital),56216000
QUIRINO,23123000
LUTAYAN,126507000
MULONDO,153619000
PANGUTARAN,156608000
TAGAYTAY CITY,42119000
PAGBILAO,45630000
URBIZTONDO,15545000
SANTIAGO,160210000
SADANGA,144408000
CABA,13309000
PORT AREA,133913000
NAGCARLAN,43417000
MAGALANG,35411000
CARAMORAN,52004000
ROSALES,15531000
HINGYON,142709000
QUIRINO (ANGKAKI),12915000
BANSUD,175202000
MABALACAT CITY,35409000
BANGA,126302000
CARDONA,45806000
GREGORIO DEL PILAR (CONCEPCION),12910000
PANTAR,103523000
BALBALAN,143201000
INDANAN,156601000
KUMALARANG,97311000
BAUANG,13307000
MAGPET,124706000
PANAON,104211000
BADOC,12803000
IMPASUG-ONG,101305000
SAN JOSE CITY,34926000
AL-BARKA,150709000
BAUTISTA,15510000
MALUNGON,128007000
CLARIN,104205000
BELISON,60603000
MASIU,153618000
MABINAY,74614000
NAVAL (Capital),87808000
BAGUIO CITY,141102000
JOSE DALMAN (PONOT),97222000
CITY OF PASIG,137403000
COTABATO CITY,129804000
MARGOSATUBIG,97317000
CITY OF DIGOS (Capital),112403000
BADIANGAN,63004000
BOBON,84803000
CAN-AVID,82605000
BALATAN,51702000
TANAY,45812000
PAOAY,12816000
PATEROS,137606000
MATALAM,124708000
OCAMPO,51725000
KOLAMBUGAN,103508000
UNISAN,45649000
ARITAO,25002000
LUGUS,156617000
LAL-LO,21516000
LIMASAWA,86419000
LOON,71230000
LOOC,175907000
SANTA TERESITA,41027000
CAGAYAN DE ORO CITY (Capital),104305000
PACO,133911000
DIADI,25006000
SARRAT,12821000
NABUA,51723000
CITY OF SIPALAY,64527000
FERROL,175916000
DIPACULAO,37706000
MASINLOC,37106000
BUBONG,153606000
CABANGAN,37102000
BOTOLAN,37101000
KAPATAGAN,153639000
BUGALLON,15515000
NAAWAN,104320000
LUPAO,34916000
POONA PIAGAPO,103517000
KANANGA,83726000
SAGAY CITY,64523000
LOAY,71228000
JUBAN,56210000
PIDDIG,12818000
KADINGILAN,101306000
BORBON,72213000
NABUNTURAN (Capital),118209000
ALANGALANG,83702000
LARENA,76102000
SAN GUILLERMO,23128000
SIRUMA,51735000
MAJAYJAY,43416000
AGONCILLO,41001000
SEBASTE,60615000
CITY OF CALAPAN (Capital),175205000
TAGBILARAN CITY (Capital),71242000
BUUG,98302000
LUBANG,175104000
ARAKAN,124718000
TONDO I / II,133901000
SISON,166722000
JOMALIG,45621000
DATU PIANG,153806000
BARAS,52002000
DATU SAUDI-AMPATUAN,153826000
SAN CLEMENTE,36913000
BANGUI,12804000
GIGMOTO,52005000
GUMACA,45619000
CABARROGUIS (Capital),25702000
INITAO,104310000
GANDARA,86007000
MAUBAN,45627000
ENRILE,21512000
DATU UNSAY,153827000
MONDRAGON,84813000
PINILI,12819000
PARANAS (WRIGHT),86022000
RAMON MAGSAYSAY (LIARGO),97323000
GLAN,128002000
MADALUM,153613000
TUBOD,166727000
ASTURIAS,72206000
SANTO DOMINGO,34929000
BALAYAN,41003000
BACONG,74603000
CORDON,23109000
POTOTAN,63037000
LAGAWE (Capital),142704000
PATIKUL,156611000
DINAGAT,168503000
SANTA ANA,133914000
PUDTOL,148106000
MAPANDAN,15528000
ECHAGUE,23112000
BOLINEY,140102000
CALINOG,63013000
CANLAON CITY,74608000
NUMANCIA,60416000
CATEEL,112505000
DULAG,83718000
PALO,83739000
BALIUAG,31403000
ALITAGTAG,41002000
TUBUNGAN,63046000
GABALDON (BITULOK & SABANI),34907000
PINABACDAO,86013000
DAGAMI,83717000
COLUMBIO,126502000
ROMBLON (Capital),175910000
KAYAPA,25010000
CONSOLACION,72219000
BULAN,56203000
PANTUKAN,118211000
TAGUIG CITY,137607000
SAN MARCELINO,37111000
DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),104217000
PIGKAWAYAN,124711000
AJUY,63001000
GONZAGA,21514000
SAMPALOC,133906000
LUMBATAN,153612000
OLONGAPO CITY,37107000
JETAFE,71226000
CATANAUAN,45610000
LOBOC,71229000
PAVIA,63036000
CATARMAN (Capital),84805000
SILAGO,86416000
JIABONG,86009000
MAMASAPANO,153820000
PANUKULAN,45631000
BONTOC (Capital),144404000
CITY OF NAVOTAS,137503000
ODIONGAN,175909000
BULALACAO (SAN PEDRO),175204000
ABUYOG,83701000
MEDELLIN,72231000
KITAOTAO,101309000
PINAMALAYAN,175209000
ANGONO,45801000
SAN GABRIEL,13315000
PANGANTUCAN,101316000
CITY OF BAYAWAN (TULONG),74606000
VILLANUEVA,104326000
CITY OF LAS PIÑAS,137601000
MUTIA,97208000
CITY OF TANJAY,74621000
TALIPAO,156613000
LIANGA,166811000
LIBJO (ALBOR),168504000
LAVEZARES,84811000
ALEGRIA,166701000
GUAGUA,35407000
SANTA ELENA,51610000
SHARIFF SAYDONA MUSTAPHA,153837000
CITY OF SAN JOSE DEL MONTE,31420000
TINGLAYAN,143215000
GARCHITORENA,51714000
PANTABANGAN,34920000
TUBAJON,168507000
CARAMOAN,51711000
TANAUAN,83748000
DAET (Capital),51603000
LABRADOR,15521000
SAN ILDEFONSO,31419000
CITY OF MEYCAUAYAN,31412000
BALLESTEROS,21507000
AMULUNG,21504000
BALUNGAO,15507000
SAN FRANCISCO,160308000
BALUD,54103000
PILILLA,45810000
PUALAS,153623000
PINUKPUK,143209000
KABASALAN,98306000
MAHAPLAG,83731000
LIMAY,30806000
TALAINGOD,112322000
SANTANDER,72245000
PILAR,166716000
CITY OF URDANETA,15546000
BAIS CITY,74604000
ABORLAN,175301000
RAMON,23124000
BANATE,63006000
RAMOS,36912000
BALILIHAN,71206000
POZORRUBIO,15530000
LOPE DE VEGA,84824000
MAWAB,118206000
BAUNGON,101301000
TABINA,97327000
TRECE MARTIRES CITY (Capital),42122000
CITY OF BALANGA (Capital),30803000
ORANI,30809000
MACROHON,86408000
DUMANGAS,63018000
CUYAPO,34906000
TALAKAG,101320000
PORO,72238000
SULTAN MASTURA,153824000
LIBAGON,86405000
SAN BENITO,166718000
LIDLIDDA,12911000
CITY OF EL SALVADOR,104307000
DAANBANTAYAN,72221000
DITSAAN-RAMAIN,153624000
ALUBIJID,104301000
MATUGUINAO,86011000
LAMUT,142705000
INFANTA,45620000
TOLOSA,83749000
TAMBULIG,97328000
LAOAC,15548000
DEL GALLEGO,51712000
PRESIDENT QUIRINO,126510000
SIKATUNA,71241000
ANTEQUERA,71204000
BILAR,71208000
HINIGARAN,64511000
VIGA,52010000
CITY OF MAKATI,137602000
FLORA,148103000
SAN NARCISO,45644000
KAWIT,42111000
SUBIC,37114000
LUMBAYANAGUE,153636000
CABANATUAN CITY,34903000
ALBURQUERQUE,71201000
MARCOS,12813000
RODRIGUEZ (MONTALBAN),45808000
MONREAL,54114000
BASCO (Capital),20901000
SUGBONGCOGON,104323000
PASAY CITY,137605000
MERIDA,83736000
CALAMBA,104204000
BACUAG,166702000
HERNANI,82610000
BUNAWAN,160302000
BALAGTAS (BIGAA),31402000
MAITUM,128005000
OBANDO,31414000
TALALORA,86019000
PALOMPON,83740000
CITY OF BISLIG,166803000
ALCOY,72202000
MORONG,45809000
CULASI,60606000
BESAO,144403000
TUMAUINI,23137000
LICUAN-BAAY (LICUAN),140113000
CITY OF SAN JUAN,137405000
VALENCIA,71247000
MANDAON,54110000
PIAGAPO,153621000
MASLOG,82614000
TAMPAKAN,126314000
CATAINGAN,54105000
VINZONS,51612000
LINAMON,103510000
ALEOSAN,124717000
MALIBCONG,140115000
MOTIONG,86012000
VILLAREAL,86021000
SAN POLICARPO,82621000
SANTA MARIA,112413000
PATNONGON,60612000
BARBAZA,60602000
BUSTOS,31406000
PANITAN,61910000
MIAGAO,63030000
OAS,50512000
MARIA AURORA,37707000
PALAUIG,37108000
PANGLIMA ESTINO (NEW PANAMAO),156616000
SIAY,98313000
IVANA,20903000
BOLJOON,72212000
JULITA,83725000
SAN LORENZO,67904000
FAMY,43408000
PANDACAN,133912000
TAYASAN,74622000
CAPALONGA,51602000
MAGSAYSAY,112407000
HADJI MUHTAMAD,150712000
SANTA ROSA,34928000
LUMBA-BAYABAO (MAGUING),153611000
POLA,175210000
LUMBAN,43413000
MOGPOG,174004000
CAMILING,36903000
MALITA,112409000
FLORIDABLANCA,35406000
LILA,71227000
GUIGUINTO,31408000
CATUBIG,84806000
ALOGUINSAN,72204000
UPI,153815000
SAN DIONISIO,63038000
DUMARAN,175311000
MADALAG,60410000
MAGARAO,51720000
BARIRA,153818000
SAN ISIDRO,166720000
SUYO,12932000
BANAUE,142701000
BAROBO,166801000
CITY OF ISABELA (Not a Province),99700000
DIPOLOG CITY (Capital),97202000
ALCALA,21502000
LOBO,41015000
SANTA CRUZ (Capital),43426000
LAPU-LAPU CITY (OPON),72226000
BULACAN,31405000
DUEÑAS,63017000
OROQUIETA CITY (Capital),104209000
CITY OF TAGUM (Capital),112319000
KAPAI,153610000
OSLOB,72235000
CITY OF CALAMBA,43405000
LAGAYAN,140111000
CURRIMAO,12808000
SAN RAFAEL,63042000
SANTA CRUZ,133905000
PADRE GARCIA,41020000
SULTAN DUMALONDONG,153640000
BAYOMBONG (Capital),25005000
TOBIAS FORNIER (DAO),60607000
DINGRAS,12809000
SULTAN KUDARAT (NULING),153812000
SANTA MARGARITA,86016000
IBAAN,41010000
CITY OF BOGO,72211000
CABUCGAYAN,87803000
CANDIJAY,71211000
SALVADOR,103518000
SIGMA,61916000
HINATUAN,166809000
UNGKAYA PUKAN,150711000
JARO,83723000
LAS NIEVES,160207000
LIBMANAN,51718000
SIOCON,97219000
ATOK,141101000
VILLAVICIOSA,140127000
NAGA,98309000
BINONDO,133902000
TALIBON,71243000
CALANASAN (BAYAG),148101000
MATANOG,153809000
VILLABA,83751000
MARAMAG,101315000
SANCHEZ-MIRA,21522000
PASIL,143208000
POLOMOLOK,126312000
DASOL,15519000
MACALELON,45625000
NAGUILIAN,23120000
LA CARLOTA CITY,64516000
LA CASTELLANA,64517000
SIBULAN,74620000
MAYANTOC,36908000
DUMAGUETE CITY (Capital),74610000
TARANGNAN,86020000
LAWAAN,82612000
LANUZA,166810000
CALAUAG,45607000
PASUQUIN,12817000
BALAOAN,13305000
CALAUAN,43406000
CORTES,166808000
MARIA,76104000
MANGATAREM,15527000
TOBOSO,64529000
BACLAYON,71205000
LLORENTE,82613000
GERONA,36906000
JAVIER (BUGHO),83724000
NAGA CITY,51724000
PEÑARRUBIA,140117000
BALOI,103502000
BANAYOYO,12902000
MARAGUSAN (SAN MARIANO),118205000
LAGUINDINGAN,104314000
BANAYBANAY,112502000
IMUS CITY,42109000
PEREZ,45633000
JORDAN (Capital),67902000
BAYOG,97303000
MATAASNAKAHOY,41018000
REMEDIOS T. ROMUALDEZ,160212000
NORZAGARAY,31413000
BULDON,153802000
DIPLAHAN,98303000
MINGLANILLA,72232000
PORAC,35415000
LIBACAO,60409000
BUTIG,153607000
VIRAC (Capital),52011000
ALMERIA,87801000
BINMALEY,15513000
SURIGAO CITY (Capital),166724000
BUGUEY,21508000
CAWAYAN,54106000
TIGBAUAN,63045000
MAHATAO,20904000
GENERAL NAKAR,45617000
DONSOL,56207000
