Mandalagan,64501050
Tambojangin,74601007
Lobong,51703011
Riray,153613030
Bagonawa,64525001
Malagos,112402066
Saplad,35414016
Bahet,12919002
Montilla,64519014
Guinaoang,141111006
Longos Proper,15533035
Matangog,54101026
Pianon,97227012
Carigsa,51720004
Lib-og,86407068
Paya,82608013
Quiwi,64511022
Paye,174004030
Suagayan,12925034
Barangay C (Pob.),41021033
Putlan,34905046
Santo Tomas School Area,141102102
Cotmo,51734017
Cajogutan,50501012
Pugalo,72202007
Centro 14 (Pob.),21505018
Ariendo,34902002
Sianib,97210028
Central West No. 3 (Pob.),13306029
Lamesa,72208017
Alibungbungan,43417002
Mailum,64502016
Damayan,137404027
Barangay 548,133906154
Barangay 549,133906155
Rivilla,83707035
Barangay 542,133906148
Barangay 543,133906149
Barangay 540,133906146
Barangay 541,133906147
Barangay 546,133906152
Barangay 547,133906153
Barangay 544,133906150
Barangay 545,133906151
Tigbayog,63013069
Badiangon,126509002
Lipata,166724024
Digongan,101309037
Elian,153826003
Tabing Dagat,42103023
Handumon,71226011
Pagalongan Bacayawan,153616061
Northern Cababuyan,142709012
Lambanah,156613026
Bugaran,153622007
Igcalawagan,60607025
Matandang Sabang Silangan,45610027
Candanay Norte,76106008
Mabolo (Pob.),84805074
Gordon,45602007
Cocoro,175314004
Gabayan,76103006
Quiajo,61913019
Baliungan,157007002
Loguilo,104301006
Dirisan,153633044
Tanauan,82606044
Alfonso XIII (Pob.),175317001
Letapan,97210011
Lumbaca Madaya (Pob.),153617062
Bantog,36917005
Dungawan Central,45618020
Ambulong,63028004
Bantol,112402177
Bolinao-Culalabo,23136009
Tayhawan,60408012
Macalauat,23102036
Tabangka,60416018
Pinagsabangan I,175208043
Sapalibutad,35401030
Del Carmen Norte (Pob.),71206015
Holjogon,54113008
Tawangan,141107018
Tulungatung,97332093
Mapaga,160306015
Caninoan,83741007
Tolosahay,83725027
Cangatba,35415010
Inayangan,112402184
Binanowan,50508012
Pasobolong,97332102
Paloc,118205019
Daraitan,45812003
Barbar,12920004
Calanutian,15536006
Bomba,97322007
Cantipay,72215002
Silum,175908008
Bahaybahay,71241004
Santa Misericordia,50516023
Hetebac,86007099
Balidbid,72244009
Cabanga-an,63004006
Bonfal East,25005001
Tomoy-tomoy,86407063
Panalicsian (Panalicsican),36905021
Olag Pequeño,51737026
Nagpanaoan,12922017
Bubonga Cadayonan,153617019
Pararinga,63023034
Patutong Malaki South,42119015
Salitran I,42106012
Calapawan,61909018
Alicia,137404001
Badling,54121004
Culit,160209007
Culis,30805008
Caballero,34919014
San Roque (Ciudad),72217069
Guyong,31423009
Anahaw II,42118054
Minallo,23120010
Tina-an Norte,63028082
Tigbanaba,63021046
Barangay 110 (Utap),83747136
Gerongan,63027011
Pong-oy,86414008
Bangcud,101312002
Sibaltan,175312013
Pasu-Jungao,60608038
Sampaguita Village,43425020
Diolen,97208004
Pong-ol,12934027
Pong-on,166815010
Barihay,52008005
Ubaub,72205045
Bgy. 61 - Maslog (Bgy. 58),50506060
Sumucab,43407018
Kibenes,124702011
Salaza,37108016
Adia,43427001
Dimaluade,23110006
Barihan,31410010
Ramay,50512039
Jagobiao,72230014
Barangay XVII,64531022
Tamacan,42102025
Tupang,21502025
Salimbogaon,160306020
Gabuc (Caugiat),61912009
Tambidao,12802050
Asinan,112410002
Baliuag Viejo,51722005
Ulag,56214024
Calutan,83717016
Ulab,104309012
Malaigang,153630025
Ulay,74624015
Ulat,42118048
Mangnao-Canal,74610016
Fely (Pob.),23117003
Santa Teresa (Gammad Sur),21515010
Gumot-Nagcolaran,13313016
Liguis,140108006
Polahongon,83731018
Oaqui No. 1,13310021
Baringin Sur,23108008
Oaqui No. 2,13310022
Oaqui No. 4,13310024
Cansuagwit,71230027
Songco,101310013
Awa,160306002
Iriron,175102002
Lilod Raybalai,153619030
Linao,153625012
Linan,126317009
Mamanga Daku,104212019
Linab,63029029
Linay,97224007
Masgrau,61906020
Dinginan,61914028
Constancia,67904004
Tulapos,76101014
Bia-an,60608005
Inararo (Aetas),35415036
Matalava,15522022
Abiera,60615001
Caorasan,51706004
Igpanolong,60616032
Tulapoc,97317029
Paganao,140110011
Mayondon,43411010
Ocana,72214008
Nanguyudan,12816013
Tamisan,112509027
Nusa Lumba Ranao,153603041
Pindangan,15541022
Agsaman,82611001
Alu-Kabingaan,156614013
Marungko,31401008
Agboy Sur,63028002
Maquina,63018030
Pinamaniquian,50508039
Nonok Norte,86407045
Kilala,153617052
Dancalan Caimawan,45618013
Pusil,41014051
Barangay 97 (Cabalawan),83747131
Liloan,104203013
Moning,52002014
Old Camp,51602013
Cross,128002010
Baraoas,13314010
Villa Joson (Parilla),34926016
Mangidkid,104212021
Caloocan Sur,15513011
Barangay 28 (Pob.),104305023
Kialilidan,153605011
Sarawagan,97225015
Bachao Ibaba,174003003
Gunting,72210013
Tanibag,72237024
Sabang Adgawan,160304013
Look 1st,31410026
Bularong,97317003
Saint Mary (Pob.),97220028
Mudiang,112402080
Santo Niño Pob. (Haclagan),83748050
Alog,153628001
Balut Maito,153605003
Poblacion (Indanan),156601026
Malagasang II-G,42109068
Pasilnahut,97216027
Tapikan,153808038
Alcoba,175314001
Centro Northwest (Pob.),21527012
Mangyan,72246019
Upper Irasan,97211031
Laganac,51702009
Dalumpinas Oeste,13314026
Nibaliw,15526022
Malogo,82605014
Calingayan,97307011
Poro,86023019
New Caridad,124714016
Butig,82619022
Igcabidio,63030048
Pontacon,104310012
Caridad Ilaya,45603010
Namoroc,12823035
Tiglawigan,64504022
Carorian,52003010
San Rafael Pob. (Bgy. 7),50516012
Berong,175317003
Cambang-ug,72251009
Tininggaan,97221018
Blocon,112407004
Puhagan,156607031
Paloyon Proper (Sagrada Paloyon),51723016
Nasandig,54104009
Barangay 8 (Pob.),166707023
Balingog East,34911006
Franza,34917010
Sapu Masla,128006009
Barangay V-B (Pob.),43424021
Cubi-cubi,160209006
Dulong Bayan 1,45811002
Dulong Bayan 2,45811003
Calabugao,13314018
Zulueta (Bo. 7),126306027
Abijao,83751001
Governor Boyles,71246020
Sapdaan,13318013
Bacolod,166807003
Ambadao,153806002
Kalinisan,175208022
Parulog,35404013
Buang,60611007
San Juan Norte,140116007
Delabayan West,103501020
Gaus,71235010
Ayuyan,63035008
Gallego,86020023
Olandao,74605009
Gaub,63012017
Centro 3 (Pob.),23116004
Campong Talao,153629010
Paing,12903017
Lambes (Lames),15514014
Matanlang,51606042
Bgy. 11 - Maoyod Pob. (Bgy. 10 & 11),50506007
Bucaya,63040012
Managanaga,56203032
Beta,153641002
Mabnang,21511015
Matica-a,83738069
Pangobilian,175306015
Magsico,72241012
Tando,67903022
Barangay 29 (Pob.),104305077
Hilantagaan,72244003
Pinit,51725013
Lobogon,166708014
Lisondra,166724025
Dabubu Pequeño,23127004
Dale-Bong,153837002
Tingkangan,156617017
Dagatan,72207011
Capagao,61910012
Pinayag,25010018
Cadayacan,37707027
Del Sur (Pob.),84812006
Picalilangan,153605022
Bachawan,175911001
Tibulao,112303020
Centro 12 (Pob.),21529037
Balasi,148103005
Gumarueng,21520004
Segatic Diot,104205025
Liasan,97338004
Manta-angan,64508014
Golgota (Pob.),63023050
Real,86006042
Mariquet,12822014
Imbayao,101312017
Inodaran,153638012
Sarawag,63023038
Baguitan,97343002
Cagsing,72225002
Tong-tong,156612073
Guintorilan,64530008
Gapas Rugasan,156617004
Dalligan,142703008
Ababa-an,143201001
Caticlan,60412005
Macogon,51606033
Pudoc,13307030
Don Pablo Dela Rosa,54101014
Biay,37113005
Pisuac,15545017
Villaflor,166711012
Pamuringao Garrido,63012043
Butong,101317001
Bug-ang,64529002
Barangcalan,63014005
Malaguining,86019002
Ticuan,63028081
Mambagaton,64510008
Santa Rita Norte,13301047
Bato-bato,156601003
Inacayan,118202029
Barangay IX (Pob.),42102022
Coral Ni Bacal,41007018
Kabuntalan,153812016
Catwiran I,175201005
Hupit,83702025
Calapugan,15529007
Panabingan,34924007
Guesset,13311019
Buhay Na Sapa,41023005
Amaya II,42120028
Cabigbigaan,12928005
Dolongan,86002014
Amaya IV,42120030
Bayakbakin,174006002
Maitim 2nd Central,42119032
Reyes,21529050
Bintawan Norte,25014009
Canuctan,84806010
Santa Marina (Dianggo),23117010
Tarusan,166809038
Sultan Pangadapun,153624094
Gibgos,51711015
Don T. Lutero East (Pob.),63023053
Magpag-ong,60404011
Kalipapa,153836009
Polong Norte,15524063
Aring,12803004
Dangcol (Bernabe),30803010
Magsaggaw,157001015
Old Namangka,74614026
Likas Ng Silangan (Pob.),175104013
Pinalangca,153620041
Tagbaros,118204036
Pepita,83702034
Masapang,43430003
Bagacay Saong,71230006
Rizal Pob. (Bgy. 1),50505004
Quilitisan,41008020
Mahabang Lalim,45617007
Uson,87804016
Regla,97343015
Subic,31403022
Agbalogo,60411001
Dallangayan Este,13314023
Banatin,153812003
Jambad,61904018
Mintabon,104325008
"Juan Climaco, Sr. (Magdugo)",72251023
Borol 2nd,31402002
Sangali,97332073
Mag-ata,86418024
Cagbas,160301030
San Antonio Pob. (Patong Norte),83702053
Butilen,153836005
Frances,31407010
Salipsip,45636017
Afunan Cabayu,21510002
Ramitan,153635043
Macray,140101016
Balibagan Este,63043005
Lower Omon,51730023
Tumbao,153832008
Aserda,15528003
Tumbar,15522034
Mocpoc Norte,71230042
Ipet,13319004
Alinam,23108002
Sapriana,12930039
Pansol,137404077
Ibayo Estacion,42115012
Balungagan,160207015
New La Union,128005010
Dacdacanan,63040021
Pansoy,72247019
Poblacion District I (Silangan/Bgy. 1),51609007
Maria Plana,86417023
Pansor,103518019
Poblacion 3 (Barangay 3),86005036
Cuya,71246017
Molimoc,153602013
Baligayan,15537002
Upper Taviran,153814019
Happy Valley,84818007
Mabalanoy,41023021
Don Mariano Marcos,112507010
Pinacpinacan,31422022
Real (Pob.),45806022
Loma,43403011
Banker,98306002
Poblacion (San Pedro),166722008
New Pontevedra,124715010
Dibibi,25702005
Cat-iwing,86404012
Torre 2nd,15527080
Mabalor,41010010
Ermita (Poblacion Sur),87807016
Nabulao,64527015
Pasay,86407069
Magting,101804008
Calamagui 1st,23114033
Magtino,82613013
Nagtengnga,12924024
Makiri,99701030
Santa Ines Centro,36915019
Marelo,34908007
Catulinan,31403004
Simang,71247030
Kantubaon,72249008
Majuben,41016012
Loba-loba,51718033
Bongbongan,61907006
Old Mahayag,86005030
San Joaquin,160306022
Cut-cut I,36916029
Pulot Shore (Pulot I),175324008
Cansadan (Cansadan-Tubudan),60613015
Ligas III,42103036
Guangan,124707011
Factoria,82617020
Patnanungan Norte,45632005
Calingcuan,36916024
Virginia (Pob.),87805017
Nataban,64524008
Ma-ao Barrio,64502014
Monte Claro,175110032
Dalag,112402038
Barangay 32 (Pob.),104305026
North Paarol,156615007
Dalao,30804009
Hindangon,104308012
Colawen,83741009
Talaptap,98311020
Nagserialan,36903034
Lemu Sur,21512023
Pared,21502019
Piandaan East,63029039
Dalas,51606022
Parel,37101014
Nalsian Norte,15524050
May-Anao,51736013
Binaba-an Labayno,63025011
Nagsingcaoan,12909015
Cantabaco,72251012
Cangmangki,76101006
Papan Este,23115030
Onop,63030087
Cabog-Cabog,30803003
Dagumba-an,101315006
Dugong,140103007
Tabuyuc (Santo Rosario),35402015
Murcon,34915013
Bugo,104305041
Buga,63028024
Pangulo,175904005
Sabong-Tabok,84811030
Cruz Roja,34903028
Gumaoc East,31420033
Tubaon,112511011
San Andres Proper,41006031
Kulimpang,153802012
Matatalaib,36916052
Sumbagarogong,153615079
Malongcay Dacu,74609015
Pogan,104206012
Langgao,87803008
Langgan,21513029
Langgam,118204013
Langgal,126512013
Kagawasan,97322021
Langgas,45620025
Poblacion (Pitogo),97338010
Manlipac,74604021
Malapit,34925004
Kittag,21522009
Talon Singko,137601020
Nagbac,86009021
Cantugbas,76104009
Barangay 1 Castillo (Pob.),45630019
Hinaga,86009013
Magading,118209009
Old Centro I,23132013
Dikapinisan,37708009
San Joaquin Norte,13301017
Palahangan,150712006
Tangngah (Lalung Sikubong),157010010
Patoc-ao,12932004
Digson,104203033
Capitol,23118007
Campisong,72225005
Capiton,153807010
Matuber,153830004
Banayon,83717004
Malasik,97307029
Malasin,37707028
Agsing,63002002
Gen. Martin T. Delgado,63043036
Tugbong,83726023
Benigwayan,104301002
Pulay,23116014
Kaludan,103515008
Manuel Roxas,126318004
Bagontaas,101321001
Mangcawayan,51719024
Basa,160312001
Baso,87803002
Tangcasan Sur,71228019
Labuan,97332033
Labuay,103512005
Alga,101801001
Langcuas,13314029
Tamalagon,60417012
Patino,166725015
Binosawan,50515006
Ilabas,60616035
Santa Maria (Pob.),52007023
Sawahon,83717063
Binangkilan,63043016
Altura Matanda,41031002
Balud Del Norte (Pob.),56208003
Aridawen,21525013
Tagasaka,166809034
Calangahan,104316004
Caliat (Pob.),25011006
Malunec,15527048
Mabulitec,15524045
Tagbuyawan,166714020
Gulod Labak,41005029
Tumaga,97332094
Limwag,103503008
Sicot,104215054
Batomelong,126303032
Bagting (Pob.),97201048
Annayatan,21506004
Kiraon,101302005
Gegachac,63035022
Balingog West,34911007
Mantuyong,72230018
Limbalud,153822005
Lunggang,156607023
San Placido,23126020
Sioton,98307025
San Pedro,166814011
Carmay,13307012
Pinoma,23108055
Barangay I (Pob.),86013002
Barangay 331,133905033
Barangay 330,133905032
Melgar B,175208066
Barangay 332,133905034
Barangay 335,133905037
Barangay 334,133905036
Barangay 337,133905039
Barangay 336,133905038
Barangay 339,133905041
Barangay 338,133905040
Calamcam,104325002
Poponton,84810031
Acasia,86407065
Salingcomot,112501014
Doña Juana,175911011
Magtanggol,137606002
Tinabilan,83740047
Bicas-bicas,174002003
Lopez Jaena Sur,63022096
Dianawan,37707020
Lapaan,86003079
Care,36916099
Cansiboy,83710016
Magongon,84806023
Ilang-Ilang,31408003
Ligtong III,42117012
Dinasan,97222001
Bantique,61909009
Cataning (Pob.),30805007
San Antonio Weste,34916029
Cuyaoyao,50513010
Malabanban Norte,45608008
San Sotero (Tambis),83724028
Lumampong Balagbag,42110019
New Tanglag,143213040
Guintigbasan,175915006
Cumba,41014016
Liwliwa,23102029
Dibulo,23110004
Domagondong,51712005
Nagtoctoc,41015018
Napaccu Grande,23125012
Buso-buso,41011008
Likud,156610008
Mambug,12927015
Calamagui,23133008
General Luna,124702007
Panabol,104312010
Boklaoan,141108003
Matallucod,12929003
Agnaya,31417001
West Visoria,83715043
Viga,87807018
Paghuliran,56212031
Barangay 35 (Hasa-hasa),42105029
Panganuran,97223006
Vigo,84808058
Pasngal,12802019
Galamay-Amo,41022014
San Vicente (Caluis/Cobra),36905054
Mamunga,118207009
Poblacion Molo,63022129
Pangi (San Isidro),97303028
Pansaan,86407048
Diculom,97224003
Kagitingan,141102053
Zone 9 (Pob.),64528025
Nalusdan,60602031
Cebolin,160312014
Camp III,103518005
Canubing II,175205018
Calajo-an,72232002
Oy,71229020
San Sebastian,148105012
Sinto,144402022
Alasaging,61907002
Culilang,61913007
Sinaja,60603011
Taban-Fundado,51718067
Binuni,103501005
Dilavo,12817011
Barangay 83-A (San Jose),83747116
Hacienda (San Miguel Island),50517021
Darampua,153813006
Cambitala,34920003
Olisihan,86417045
Kan Ukol,156607013
Magupising,112323003
Dagohoy,166707009
Ranao Pilayan,153815029
Pangpang,86021024
Tambis (Naboya),83710068
Sarmingan,12914031
Amontoc,13315002
Agsungot,72217002
Apatut,13305001
Sapang Bulak,31424008
San Pedro (Pob.),97322041
Picarabawan,153626034
San Isidro Kanluran,45619042
Busay,99701008
San Diego Poblacion,45619041
Bacolod Chico Proper,153617003
Busak,51718015
Barangay 36-A,83747138
Busao,71232007
Busac,50512012
Malagonlong,41014028
Kaliwakiw,12916008
Ipil II,42118058
Pacuan,74613019
Anonang Norte,72211002
Duagan,144410009
Gagalot,43416015
Maltana,126314005
Hinalaan,126505007
Villa Campo,23112062
Calapangan,21526007
Capahuan,83746006
Cabeseria 22 (Sablang),23114075
Bubong Madaya,103523003
Manangat,12907007
Tigbawan I,86409025
Catmon,137502004
Pooc Oriental (Pob.),71245027
Sinkatulan,124707035
Tapacon,63010013
Membuli,104322010
Sulipa,36906044
Bulho,63040011
Isabelita,137405007
Sierra,36907021
Diatagon,166811005
Barangay 637,133907001
Langco,153809008
Mahayhay,103504012
Tacupan,124702035
Langca,63040045
Los Martires,83717029
Barangay 632,133906239
Maricaban,72244006
Barangay 633,133906240
J. U. Tienzo (Arimal),34916006
Poblacion Dist. I,83706023
New Bantayan,112301029
Poblacion Dist. V,83706027
"Bgy. No. 58, Casili",12812015
Putian,72209019
Tanagan,50501055
Bacjawan Norte,63015004
Dioyo,104213008
Tagnucan,72213019
Guingawan,83748025
Piggatan,21502020
Lampaya,63028054
Coliat,50512021
Camada,82615002
Polangyuta,76106032
Laureta (Pob.),12822010
Baggoc,12907003
Calian,112416001
Ginagdanan,84820006
Bulilis,71246055
Caramat,153627018
Dolis,64505011
Bagacay,128001002
Santa Mesa,52001017
Santo Niño II,86403032
Sapang Bato,34909023
"Bgy. No. 44, Zamboanga",12812084
Santa Rita (Pob.),63023059
Rosary Heights IV,129804023
Rosary Heights IX,129804028
Waloe,160305012
Golden Ribbon Pob. (Bgy. 2),160202043
Rosary Heights II,129804021
San Teodoro,160302010
Tongao,97338013
Luluasan,51702010
Asin Weste,15524009
La Dicha,98308014
Saavedra,72233012
Guinguinabang,140109003
Lamsugod,126313018
Poblacion Zone 1,83735009
Bonbon Upper,71229006
